timestamp,net_load,gross_load,pv_profile,pv_surplus,pv_utilized_kw_opt,pv_to_grid_kw_opt,pv_to_battery_kw_opt,grid_to_battery_kw_opt,grid_to_load_kw_opt,battery_to_load_kw_opt,battery_to_grid_kw_opt,SOC_opt,grid_import_kw_opt,grid_export_kw_opt,electricity_savings_step,feed_in_revenue_delta_step,foreign_power_costs,feed_in_tariff_hourly,electricity_savings_arbitrage_step,electricity_savings_pv_self_consumption_step
2023-01-03 10:00:00,540.7201997807902,620.5,79.77980021920982,0.0,79.77980021920982,0.0,0.0,0.0,540.7201997807902,0.0,0,0.99,540.7201997807902,0.0,0.0,0.0,0.067,0.06,0.0,0.0
2023-01-03 11:00:00,431.7293661555088,604.0,172.27063384449116,0.0,172.27063384449116,0.0,0.0,0.0,431.7293661555088,0.0,0,0.99,431.7293661555088,0.0,0.0,0.0,0.06489,0.06,0.0,0.0
2023-01-03 12:00:00,439.5426590828597,577.0,137.45734091714027,0.0,137.45734091714027,0.0,0.0,1.1368683772161603e-13,439.5426590828597,0.0,0,0.9900000000000001,439.5426590828598,0.0,-7.105427357601002e-15,0.0,0.06389,0.06,-5.830877424770582e-15,-1.27454993283042e-15
2023-01-03 13:00:00,520.7570255295232,588.0,67.24297447047685,0.0,67.24297447047685,0.0,0.0,0.0,520.7570255295232,0.0,0,0.9900000000000001,520.7570255295232,0.0,0.0,0.0,0.06442,0.06,0.0,0.0
2023-01-03 14:00:00,515.298368067215,616.0,100.7016319327849,0.0,100.7016319327849,0.0,0.0,0.0,515.2983680672149,1.1368683772161603e-13,0,0.99,515.2983680672149,0.0,1.4210854715202004e-14,0.0,0.07085999999999999,0.06,1.1661754849541164e-14,2.54909986566084e-15
2023-01-03 15:00:00,596.3823085463761,605.5,9.117691453623982,0.0,9.117691453623982,0.0,0.0,0.0,596.3823085463761,0.0,0,0.99,596.3823085463761,0.0,0.0,0.0,0.07718,0.06,0.0,0.0
2023-01-03 16:00:00,547.5,547.5,0.0,0.0,0.0,0.0,0.0,0.0,547.4999999999999,1.1368683772161603e-13,0,0.99,547.4999999999999,0.0,7.105427357601002e-15,0.0,0.08359,0.06,5.830877424770582e-15,1.27454993283042e-15
2023-01-03 17:00:00,550.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,273.0,0,0.5,277.0,0.0,25.192439999999998,0.0,0.09228,0.06,20.67349679027372,4.518943209726279
2023-01-03 18:00:00,511.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,273.0,0,0.010000000000000016,238.0,0.0,25.380809999999997,0.0,0.09297,0.06,20.828077553009837,4.552732446990162
2023-01-03 19:00:00,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,0,0.01,411.0,0.0,0.0,0.0,0.08903,0.06,0.0,0.0
2023-01-03 20:00:00,461.5,461.5,0.0,0.0,0.0,0.0,0.0,0.0,461.5,0.0,0,0.009999999999999967,461.5,0.0,0.0,0.0,0.08323,0.06,0.0,0.0
2023-01-03 21:00:00,361.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0,0.01,361.0,0.0,0.0,0.0,0.07740999999999999,0.06,0.0,0.0
2023-01-03 22:00:00,263.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0,0.01,263.0,0.0,0.0,0.0,0.075,0.06,0.0,0.0
2023-01-03 23:00:00,351.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0,0.009999999999999967,351.0,0.0,0.0,0.0,0.06812,0.06,0.0,0.0
